hunt_code,hunt_name,species,residency,tag,tag_category,reason,data_confidence
EB3084,Manti,Elk,Resident,OPPORTUNIST,HUNTER_PERSONA,Better-than-peer opportunity signal.,MEDIUM
EB3086,Fillmore Pahvant,Elk,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0.2%.,MEDIUM
EB3086,Fillmore Pahvant,Elk,Nonresident,RANDOM_POOL_ONLY,APPLICATION_ODDS,Available modeled permits are random-pool/status oriented.,MEDIUM
EB3086,Fillmore Pahvant,Elk,Nonresident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 69.2% is strong.,MEDIUM
EB3086,Fillmore Pahvant,Elk,Nonresident,VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,Verified age or age-structure data is present.,MEDIUM
EB3086,Fillmore Pahvant,Elk,Nonresident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
EB3086,Fillmore Pahvant,Elk,Nonresident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
EB3086,Fillmore Pahvant,Elk,Nonresident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
EB3086,Fillmore Pahvant,Elk,Nonresident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
EB3086,Fillmore Pahvant,Elk,Resident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 2.1%.,MEDIUM
EB3086,Fillmore Pahvant,Elk,Resident,MAX_POINT_HUNT,APPLICATION_ODDS,Hunt has a meaningful max-point draw line.,MEDIUM
EB3086,Fillmore Pahvant,Elk,Resident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 69.2% is strong.,MEDIUM
EB3086,Fillmore Pahvant,Elk,Resident,VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,Verified age or age-structure data is present.,MEDIUM
EB3086,Fillmore Pahvant,Elk,Resident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
EB3086,Fillmore Pahvant,Elk,Resident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
EB3086,Fillmore Pahvant,Elk,Resident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
EB3086,Fillmore Pahvant,Elk,Resident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
EB3087,La Sal Mtns,Elk,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0.3%.,MEDIUM
EB3087,La Sal Mtns,Elk,Nonresident,POINT_CREEP_WARNING,APPLICATION_ODDS,Guaranteed line moved by 1 point(s).,MEDIUM
EB3087,La Sal Mtns,Elk,Nonresident,MAX_POINT_HUNT,APPLICATION_ODDS,Hunt has a meaningful max-point draw line.,MEDIUM
EB3087,La Sal Mtns,Elk,Nonresident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 58.3% is strong.,MEDIUM
EB3087,La Sal Mtns,Elk,Nonresident,VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,Verified age or age-structure data is present.,MEDIUM
EB3087,La Sal Mtns,Elk,Nonresident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
EB3087,La Sal Mtns,Elk,Nonresident,HARD_DRIVER,HUNTER_PERSONA,Likely harder or more specialized hunt class based on species/class/weapon text.,MEDIUM
EB3087,La Sal Mtns,Elk,Nonresident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
EB3087,La Sal Mtns,Elk,Nonresident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
EB3087,La Sal Mtns,Elk,Nonresident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
EB3087,La Sal Mtns,Elk,Resident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0%.,MEDIUM
EB3087,La Sal Mtns,Elk,Resident,MAX_POINT_HUNT,APPLICATION_ODDS,Hunt has a meaningful max-point draw line.,MEDIUM
EB3087,La Sal Mtns,Elk,Resident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 58.3% is strong.,MEDIUM
EB3087,La Sal Mtns,Elk,Resident,VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,Verified age or age-structure data is present.,MEDIUM
EB3087,La Sal Mtns,Elk,Resident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
EB3087,La Sal Mtns,Elk,Resident,HARD_DRIVER,HUNTER_PERSONA,Likely harder or more specialized hunt class based on species/class/weapon text.,MEDIUM
EB3087,La Sal Mtns,Elk,Resident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
EB3087,La Sal Mtns,Elk,Resident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
EB3087,La Sal Mtns,Elk,Resident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
EB3088,Monroe,Elk,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0.2%.,MEDIUM
EB3088,Monroe,Elk,Nonresident,RANDOM_POOL_ONLY,APPLICATION_ODDS,Available modeled permits are random-pool/status oriented.,MEDIUM
EB3088,Monroe,Elk,Nonresident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 83.3% is strong.,MEDIUM
EB3088,Monroe,Elk,Nonresident,VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,Verified age or age-structure data is present.,MEDIUM
EB3088,Monroe,Elk,Nonresident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
EB3088,Monroe,Elk,Nonresident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
EB3088,Monroe,Elk,Nonresident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
EB3088,Monroe,Elk,Nonresident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
EB3088,Monroe,Elk,Nonresident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
EB3088,Monroe,Elk,Resident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 1.6%.,MEDIUM
EB3088,Monroe,Elk,Resident,MAX_POINT_HUNT,APPLICATION_ODDS,Hunt has a meaningful max-point draw line.,MEDIUM
EB3088,Monroe,Elk,Resident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 83.3% is strong.,MEDIUM
EB3088,Monroe,Elk,Resident,VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,Verified age or age-structure data is present.,MEDIUM
EB3088,Monroe,Elk,Resident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
EB3088,Monroe,Elk,Resident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
EB3088,Monroe,Elk,Resident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
EB3088,Monroe,Elk,Resident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
EB3088,Monroe,Elk,Resident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
EB3089,Mt Dutton,Elk,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0.2%.,MEDIUM
EB3089,Mt Dutton,Elk,Nonresident,RANDOM_POOL_ONLY,APPLICATION_ODDS,Available modeled permits are random-pool/status oriented.,MEDIUM
EB3089,Mt Dutton,Elk,Nonresident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 66.7% is strong.,MEDIUM
EB3089,Mt Dutton,Elk,Nonresident,VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,Verified age or age-structure data is present.,MEDIUM
EB3089,Mt Dutton,Elk,Nonresident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
EB3089,Mt Dutton,Elk,Nonresident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
EB3089,Mt Dutton,Elk,Nonresident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
EB3089,Mt Dutton,Elk,Nonresident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
EB3089,Mt Dutton,Elk,Resident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 1.8%.,MEDIUM
EB3089,Mt Dutton,Elk,Resident,MAX_POINT_HUNT,APPLICATION_ODDS,Hunt has a meaningful max-point draw line.,MEDIUM
EB3089,Mt Dutton,Elk,Resident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 66.7% is strong.,MEDIUM
EB3089,Mt Dutton,Elk,Resident,VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,Verified age or age-structure data is present.,MEDIUM
EB3089,Mt Dutton,Elk,Resident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
EB3089,Mt Dutton,Elk,Resident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
EB3089,Mt Dutton,Elk,Resident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
EB3089,Mt Dutton,Elk,Resident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
EB3091,North Slope Three Corners,Elk,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0%.,MEDIUM
EB3091,North Slope Three Corners,Elk,Nonresident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 75% is strong.,MEDIUM
EB3091,North Slope Three Corners,Elk,Nonresident,VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,Verified age or age-structure data is present.,MEDIUM
EB3091,North Slope Three Corners,Elk,Nonresident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
EB3091,North Slope Three Corners,Elk,Nonresident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
EB3091,North Slope Three Corners,Elk,Nonresident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
EB3091,North Slope Three Corners,Elk,Nonresident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
EB3091,North Slope Three Corners,Elk,Resident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0.1%.,MEDIUM
EB3091,North Slope Three Corners,Elk,Resident,MAX_POINT_HUNT,APPLICATION_ODDS,Hunt has a meaningful max-point draw line.,MEDIUM
EB3091,North Slope Three Corners,Elk,Resident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 75% is strong.,MEDIUM
EB3091,North Slope Three Corners,Elk,Resident,VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,Verified age or age-structure data is present.,MEDIUM
EB3091,North Slope Three Corners,Elk,Resident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
EB3091,North Slope Three Corners,Elk,Resident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
EB3091,North Slope Three Corners,Elk,Resident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
EB3091,North Slope Three Corners,Elk,Resident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
EB3093,Panguitch Lake,Elk,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0.2%.,MEDIUM
EB3093,Panguitch Lake,Elk,Nonresident,RANDOM_POOL_ONLY,APPLICATION_ODDS,Available modeled permits are random-pool/status oriented.,MEDIUM
EB3093,Panguitch Lake,Elk,Nonresident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 75% is strong.,MEDIUM
EB3093,Panguitch Lake,Elk,Nonresident,VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,Verified age or age-structure data is present.,MEDIUM
EB3093,Panguitch Lake,Elk,Nonresident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
EB3093,Panguitch Lake,Elk,Nonresident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
EB3093,Panguitch Lake,Elk,Nonresident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
EB3093,Panguitch Lake,Elk,Nonresident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
EB3093,Panguitch Lake,Elk,Resident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 1%.,MEDIUM
EB3093,Panguitch Lake,Elk,Resident,MAX_POINT_HUNT,APPLICATION_ODDS,Hunt has a meaningful max-point draw line.,MEDIUM
EB3093,Panguitch Lake,Elk,Resident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 75% is strong.,MEDIUM
EB3093,Panguitch Lake,Elk,Resident,VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,Verified age or age-structure data is present.,MEDIUM
EB3093,Panguitch Lake,Elk,Resident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
EB3093,Panguitch Lake,Elk,Resident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
EB3093,Panguitch Lake,Elk,Resident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
EB3093,Panguitch Lake,Elk,Resident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
EB3096,Fishlake/Thousand Lakes,Elk,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0.6%.,MEDIUM
EB3096,Fishlake/Thousand Lakes,Elk,Nonresident,MAX_POINT_HUNT,APPLICATION_ODDS,Hunt has a meaningful max-point draw line.,MEDIUM
EB3096,Fishlake/Thousand Lakes,Elk,Nonresident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 76.4% is strong.,MEDIUM
EB3096,Fishlake/Thousand Lakes,Elk,Nonresident,VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,Verified age or age-structure data is present.,MEDIUM
EB3096,Fishlake/Thousand Lakes,Elk,Nonresident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
EB3096,Fishlake/Thousand Lakes,Elk,Nonresident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
EB3096,Fishlake/Thousand Lakes,Elk,Nonresident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
EB3096,Fishlake/Thousand Lakes,Elk,Nonresident,GROUP_FRIENDLY,HUNTER_PERSONA,Higher permit count makes group planning more plausible.,MEDIUM
EB3096,Fishlake/Thousand Lakes,Elk,Nonresident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
EB3096,Fishlake/Thousand Lakes,Elk,Nonresident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
EB3096,Fishlake/Thousand Lakes,Elk,Nonresident,SLEEPER_CANDIDATE,NEW_TREND,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,MEDIUM
EB3096,Fishlake/Thousand Lakes,Elk,Nonresident,OVERLOOKED_OPPORTUNITY,NEW_TREND,Positive sleeper heuristic; verify before applying.,MEDIUM
EB3096,Fishlake/Thousand Lakes,Elk,Nonresident,OPPORTUNIST,HUNTER_PERSONA,Better-than-peer opportunity signal.,MEDIUM
EB3096,Fishlake/Thousand Lakes,Elk,Resident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 3.7%.,MEDIUM
EB3096,Fishlake/Thousand Lakes,Elk,Resident,MAX_POINT_HUNT,APPLICATION_ODDS,Hunt has a meaningful max-point draw line.,MEDIUM
EB3096,Fishlake/Thousand Lakes,Elk,Resident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 76.4% is strong.,MEDIUM
EB3096,Fishlake/Thousand Lakes,Elk,Resident,VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,Verified age or age-structure data is present.,MEDIUM
EB3096,Fishlake/Thousand Lakes,Elk,Resident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
EB3096,Fishlake/Thousand Lakes,Elk,Resident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
EB3096,Fishlake/Thousand Lakes,Elk,Resident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
EB3096,Fishlake/Thousand Lakes,Elk,Resident,GROUP_FRIENDLY,HUNTER_PERSONA,Higher permit count makes group planning more plausible.,MEDIUM
EB3096,Fishlake/Thousand Lakes,Elk,Resident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
EB3096,Fishlake/Thousand Lakes,Elk,Resident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
EB3096,Fishlake/Thousand Lakes,Elk,Resident,SLEEPER_CANDIDATE,NEW_TREND,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,MEDIUM
EB3096,Fishlake/Thousand Lakes,Elk,Resident,OVERLOOKED_OPPORTUNITY,NEW_TREND,Positive sleeper heuristic; verify before applying.,MEDIUM
EB3096,Fishlake/Thousand Lakes,Elk,Resident,OPPORTUNIST,HUNTER_PERSONA,Better-than-peer opportunity signal.,MEDIUM
EB3097,San Juan Bull Elk,Elk,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0.1%.,MEDIUM
EB3097,San Juan Bull Elk,Elk,Nonresident,POINT_CREEP_WARNING,APPLICATION_ODDS,Guaranteed line moved by 1 point(s).,MEDIUM
EB3097,San Juan Bull Elk,Elk,Nonresident,MAX_POINT_HUNT,APPLICATION_ODDS,Hunt has a meaningful max-point draw line.,MEDIUM
EB3097,San Juan Bull Elk,Elk,Nonresident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 76.5% is strong.,MEDIUM
EB3097,San Juan Bull Elk,Elk,Nonresident,VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,Verified age or age-structure data is present.,MEDIUM
EB3097,San Juan Bull Elk,Elk,Nonresident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
EB3097,San Juan Bull Elk,Elk,Nonresident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
EB3097,San Juan Bull Elk,Elk,Nonresident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
EB3097,San Juan Bull Elk,Elk,Nonresident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
EB3097,San Juan Bull Elk,Elk,Nonresident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
EB3097,San Juan Bull Elk,Elk,Resident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 2%.,MEDIUM
EB3097,San Juan Bull Elk,Elk,Resident,MAX_POINT_HUNT,APPLICATION_ODDS,Hunt has a meaningful max-point draw line.,MEDIUM
EB3097,San Juan Bull Elk,Elk,Resident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 76.5% is strong.,MEDIUM
EB3097,San Juan Bull Elk,Elk,Resident,VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,Verified age or age-structure data is present.,MEDIUM
EB3097,San Juan Bull Elk,Elk,Resident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
EB3097,San Juan Bull Elk,Elk,Resident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
EB3097,San Juan Bull Elk,Elk,Resident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
EB3097,San Juan Bull Elk,Elk,Resident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
EB3097,San Juan Bull Elk,Elk,Resident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
EB3097,San Juan Bull Elk,Elk,Resident,SLEEPER_CANDIDATE,NEW_TREND,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,MEDIUM
EB3097,San Juan Bull Elk,Elk,Resident,OVERLOOKED_OPPORTUNITY,NEW_TREND,Positive sleeper heuristic; verify before applying.,MEDIUM
EB3097,San Juan Bull Elk,Elk,Resident,OPPORTUNIST,HUNTER_PERSONA,Better-than-peer opportunity signal.,MEDIUM
EB3098,Diamond Mtn,Elk,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0.5%.,MEDIUM
EB3098,Diamond Mtn,Elk,Nonresident,MAX_POINT_HUNT,APPLICATION_ODDS,Hunt has a meaningful max-point draw line.,MEDIUM
EB3098,Diamond Mtn,Elk,Nonresident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 66.7% is strong.,MEDIUM
EB3098,Diamond Mtn,Elk,Nonresident,VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,Verified age or age-structure data is present.,MEDIUM
EB3098,Diamond Mtn,Elk,Nonresident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
EB3098,Diamond Mtn,Elk,Nonresident,HARD_DRIVER,HUNTER_PERSONA,Likely harder or more specialized hunt class based on species/class/weapon text.,MEDIUM
EB3098,Diamond Mtn,Elk,Nonresident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
EB3098,Diamond Mtn,Elk,Nonresident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
EB3098,Diamond Mtn,Elk,Nonresident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
EB3098,Diamond Mtn,Elk,Resident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0%.,MEDIUM
EB3098,Diamond Mtn,Elk,Resident,MAX_POINT_HUNT,APPLICATION_ODDS,Hunt has a meaningful max-point draw line.,MEDIUM
EB3098,Diamond Mtn,Elk,Resident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 66.7% is strong.,MEDIUM
EB3098,Diamond Mtn,Elk,Resident,VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,Verified age or age-structure data is present.,MEDIUM
EB3098,Diamond Mtn,Elk,Resident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
EB3098,Diamond Mtn,Elk,Resident,HARD_DRIVER,HUNTER_PERSONA,Likely harder or more specialized hunt class based on species/class/weapon text.,MEDIUM
EB3098,Diamond Mtn,Elk,Resident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
EB3098,Diamond Mtn,Elk,Resident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
EB3098,Diamond Mtn,Elk,Resident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
EB3100,Wasatch Mtns,Elk,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0.5%.,MEDIUM
EB3100,Wasatch Mtns,Elk,Nonresident,MAX_POINT_HUNT,APPLICATION_ODDS,Hunt has a meaningful max-point draw line.,MEDIUM
EB3100,Wasatch Mtns,Elk,Nonresident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 65.7% is strong.,MEDIUM
EB3100,Wasatch Mtns,Elk,Nonresident,VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,Verified age or age-structure data is present.,MEDIUM
EB3100,Wasatch Mtns,Elk,Nonresident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
EB3100,Wasatch Mtns,Elk,Nonresident,HARD_DRIVER,HUNTER_PERSONA,Likely harder or more specialized hunt class based on species/class/weapon text.,MEDIUM
EB3100,Wasatch Mtns,Elk,Nonresident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
EB3100,Wasatch Mtns,Elk,Nonresident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
EB3100,Wasatch Mtns,Elk,Nonresident,GROUP_FRIENDLY,HUNTER_PERSONA,Higher permit count makes group planning more plausible.,MEDIUM
EB3100,Wasatch Mtns,Elk,Nonresident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
EB3100,Wasatch Mtns,Elk,Resident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 1.3%.,MEDIUM
EB3100,Wasatch Mtns,Elk,Resident,MAX_POINT_HUNT,APPLICATION_ODDS,Hunt has a meaningful max-point draw line.,MEDIUM
EB3100,Wasatch Mtns,Elk,Resident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 65.7% is strong.,MEDIUM
EB3100,Wasatch Mtns,Elk,Resident,VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,Verified age or age-structure data is present.,MEDIUM
EB3100,Wasatch Mtns,Elk,Resident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
EB3100,Wasatch Mtns,Elk,Resident,HARD_DRIVER,HUNTER_PERSONA,Likely harder or more specialized hunt class based on species/class/weapon text.,MEDIUM
EB3100,Wasatch Mtns,Elk,Resident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
EB3100,Wasatch Mtns,Elk,Resident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
EB3100,Wasatch Mtns,Elk,Resident,GROUP_FRIENDLY,HUNTER_PERSONA,Higher permit count makes group planning more plausible.,MEDIUM
